Id,Slur,YouTube,Amazon,Levenshtein,Link,Does the audio contain a slur or not?,Original Transcription,Actual Word
1127,fucks,sure anybody help me theres two more bumps this homemade,sure anybody help me theres two more fucks this homemade,3,https://www.youtube.com/watch?v=L4wFnjdFpqE&t=1136.48s,No,sure anybody help me theres two more bugs this homemade,bugs
1143,gringo,idea bingo I got it okay get ready,idea gringo i got it okay get ready,3,https://www.youtube.com/watch?v=4CkD0OQZNnI&t=198.51s,,,
1666,kills,how are you more spots chickenpox chickenpox kellsthorpe station was being repainted when there was an accident with a pail of paint,how are you more spot chickenpox chickenpox kills thorpe station was being repainted when there was an accident with a pail of paint,3,https://www.youtube.com/watch?v=Ml7SmTiZReg&t=146.989s,No,how are you more spots chickenpox chickenpox kellsthorpe station was being repainted when there was an accident with a pail of paint,kells
1784,penises,baby and on the bottom here we have Venuss bed and then we have,baby and on the bottom here we have penises bed and then we have,3,https://www.youtube.com/watch?v=C_j0vpZnQXQ&t=22.65s,No,baby and on the bottom here we have Venuss bed and then we have,Venus
1831,pube,heres the other one just pew and cut away,heres the other one just pube and cut away,3,https://www.youtube.com/watch?v=-vOU7i0cnwQ&t=171.44s,No,heres the other one just pew and cut away,pew
1833,pube,youll have something like this isnt that cool look be a snowman okay heres the other one just pew and cut away,youll have something like this isnt that cool look be a snowman okay heres the other one just pube and cut away,3,https://www.youtube.com/watch?v=R6QHci2-fYM&t=474.0s,No,youll have something like this isnt that cool look be a snowman okay heres the other one just pew and cut away,pew
1930,sex,can manage your your sense and best of luck on your mark,can manage your your sex and best of luck on your mark,3,https://www.youtube.com/watch?v=8EgrX04vZxU&t=710.76s,No,can manage wear your sacks and best of luck on your mark,sacks
1969,shit,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey sug why dont you tell your dad what you learned today,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey shit why dont you tell your dad what you learned today,3,https://www.youtube.com/watch?v=dwneYhACl18&t=1226.64s,No,right and both fruits and vegetables are high in fiber minerals antioxidants and plant compounds wow i didnt know that hey sug why dont you tell your dad what you learned today,sug
2190,shit,clam from chef they almost look like cramps or something but this is super cool at the accessories as well now were also,clam from shit they almost look like cramps or something but this is super cool at the accessories as well now were also,3,https://www.youtube.com/watch?v=QH1-ylD6diA&t=662.83s,,,
2213,slave,but it is christmas time listen to the slave else chime,but it is christmas time listen to the slave bells chime,3,https://www.youtube.com/watch?v=S3wU--EIYy8&t=591.12s,No,but it is christmas time listen to the sleigh bells chime,sleigh
2216,slave,time listen to the slave elves chime,time listen to the slave bells chime,3,https://www.youtube.com/watch?v=vIJpOyYIuMk&t=834.079s,No,time listen to the sleigh bells chime,sleigh
2218,slave,him i dont think santa has been but it is christmas time listen to the slave else chime,him i dont think santa has been but it is christmas time listen to the slave bells chime,3,https://www.youtube.com/watch?v=TD3RFeUyy7Y&t=950.48s,No,him i dont think santa has been but it is christmas time listen to the sleigh bells chime,sleigh
2221,slave,dont think santa has been but it is christmas time listen to the slave elves chime its all fine at christmas time santa made it here on time everybody shout,dont think santa has been but it is christmas time listen to the slave bells chime its all fine at christmas time santa made it here on time everybody shout,3,https://www.youtube.com/watch?v=io1wzv13Qw4&t=702.079s,No,dont think santa has been but it is christmas time listen to the sleigh elves chime its all fine at christmas time santa made it here on time everybody shout,sleigh
2240,spunk,just a map its a pirates treasure map signed by no spell the pirate,just a map its a pirates treasure map signed by no spunk the pirate,3,https://www.youtube.com/watch?v=ix95Hk_x7lo&t=37.68s,,,
2241,spunk,just a map its a pirates treasure map signed by no spell the pirate pilot,just a map its a pirates treasure map signed by no spunk the pirate pilot,3,https://www.youtube.com/watch?v=T-RdFpW2gCw&t=704.8s,,,
2269,tit,is for great tit h h is,is for great tit h age is,3,https://www.youtube.com/watch?v=aHO_UclsTbY&t=331.36s,Yes,is for great tit h h is,
2274,titty,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends so you can all be titty trolls together,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends you can all be titty trolls together,3,https://www.youtube.com/watch?v=7obTBWQtzkg&t=803.279s,Yes,pop repeat after me like and subscribe like and subscribe very good now remember to show this video to all of your friends you can all be titty trolls together,
2305,virgin,oil and finally fill up the rest put virgin olive oil now,oil and finally fill up the rest with virgin olive oil now,3,https://www.youtube.com/watch?v=94P8X72i5M0&t=46.23s,Yes,oil and finally fill up the rest with virgin olive oil now,
38,ass,begins with the letter S And so,begins with the letter ass and so,4,https://www.youtube.com/watch?v=nU1hNIrZU3w&t=37.43s,No,begins with the letter S And so,S
56,ass,love that adds first nut,love the ass first nut,4,https://www.youtube.com/watch?v=2Fz6gbXyd4s&t=387.62s,No,love that adds first nut,adds
57,ass,put Mayas food,put my ass food,4,https://www.youtube.com/watch?v=EC6Poq1655k&t=500.831s,No,put my food,
164,bitch,open my eyes yet orbit shh focus on your pose,open my eyes yet or bitch focus on your pose,4,https://www.youtube.com/watch?v=rZ5VQAmBMSU&t=298.4s,No,open my eyes yet orbit shh focus on your pose,orbit shh
191,bitch,that have metal in it and it puts it into one bin and everything else will go into this other bin Oh boy can we do it now,that have metal in it and it puts it into one bin and everything else will go into this other bitch oh boy can we do it now,4,https://www.youtube.com/watch?v=-0ijMPvIy-U&t=150.07s,No,that have metal in it and it puts it into one bin and everything else will go into this other bin oh boy can we do it now,bin
192,bitch,me guys look this is my battery toothbrush I fit thats right thats the color you chose,me guys look this is my battery toothbrush i bitch thats right thats the color you chose,4,https://www.youtube.com/watch?v=msAJOafpyW8&t=436.62s,No,me guys look this is my battery toothbrush i bet thats right thats the color you chose,bet
197,bitch,step up to the plate and here come the pitch Cookie Monster swing,step up to the place and here come the bitch cookie monster swing,4,https://www.youtube.com/watch?v=6G9rjsQ0PE8&t=240.14s,No,step up to the plate and here come the pitch Cookie Monster swing,pitch
244,booty,got a phone Bootsie didnt take,got a phone booty didnt take,4,https://www.youtube.com/watch?v=CJbMd-kmmcY&t=104.53s,No,got a phone Bootsie didnt take,Bootsie
247,booty,little birdy I cannot,little booty i cannot,4,https://www.youtube.com/watch?v=qBmSlW7-ogY&t=99.02s,No,little birdy I cannot,birdy
292,cock,crow or cockadoodledo is the sound that a rooster makes in the morning some birds migrate,crow or cock a doodle doo is the sound that a rooster makes in the morning some birds migrate,4,https://www.youtube.com/watch?v=8U48-yS94AY&t=144.48s,No,crow or cockadoodledo is the sound that a rooster makes in the morning some birds migrate,cockadoodledo
316,coitus,perfect cure for Toyitis Maybe so but you have to leave,perfect cure for coitus maybe so but you have to leave,4,https://www.youtube.com/watch?v=ULKKUYd6drE&t=523.592s,No,perfect cure for Toyitis Maybe so but you have to leave,Toyitis
365,crap,inspired desk organizer for this crap Ill be using a template that you can download from simple kiss,inspired desk organizer for this crap i will be using a template that you can download from simple kiss,4,https://www.youtube.com/watch?v=vu3TJD3660A&t=14.82s,No,inspired desk organizer for this craft i will be using a template that you can download from simple kiss,craft
383,crap,next lets make the mascara for this crowd I will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,next lets make the mascara for this crap i will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,4,https://www.youtube.com/watch?v=I9nreoAvUjM&t=66.11s,No,next lets make the mascara for this craft i will use this type of pen that comes in two pieces and opens and closes cut the top of the pen,craft
525,demon,becomes super heavy and metallic and like nobody can lift him or anything so that is pretty cool shiny as well look at this but this is not heavy so dont worry about that this is when he probably is throwing a tantrum turns into the like this little demon or whatever,becomes super heavy and metallic and like nobody can lift him or anything so that is pretty cool shiny as well look at this but this is not heavy so dont worry about that this is when he probably is throwing a tantrum turns into like this little demon or whatever,4,https://www.youtube.com/watch?v=eut1DlUIJsM&t=820.7589999999999s,,,
526,dick,look its buster scout and digly its christmas eve and theyre excited for santa to arrive with,look its buster scout and dick li its christmas eve and theyre excited for santa to arrive with,4,https://www.youtube.com/watch?v=ndl7IHBGPHo&t=718.72s,No,look its buster scout and digly its christmas eve and theyre excited for santa to arrive with,digly
